,arch,epoch,val_acc,val_loss,train_acc,train_loss,eval_idx,type,bee_id,itr
167,input|sep5x5_128|batch_norm|avg_pool3x3|sep5x5_64|output,3,0.6621,1.0338,0.7309,0.7712,33,OnlookerBee,3,5
168,input|sep5x5_128|batch_norm|avg_pool3x3|sep5x5_64|output,4,0.7092,0.8809,0.7974,0.582,33,OnlookerBee,3,5
169,input|sep5x5_128|batch_norm|avg_pool3x3|sep5x5_64|output,5,0.6994,1.0277,0.8531,0.4251,33,OnlookerBee,3,5
170,input|sep5x5_128|sc_3|batch_norm|sep5x5_128|sep3x3_128|output,1,0.5685,1.221,0.4811,1.6408,34,EmployeeBee,0,6
171,input|sep5x5_128|sc_3|batch_norm|sep5x5_128|sep3x3_128|output,2,0.6221,1.1189,0.6951,0.8788,34,EmployeeBee,0,6
172,input|sep5x5_128|sc_3|batch_norm|sep5x5_128|sep3x3_128|output,3,0.6587,1.2714,0.8593,0.4161,34,EmployeeBee,0,6
173,input|sep5x5_128|sc_3|batch_norm|sep5x5_128|sep3x3_128|output,4,0.6107,1.9278,0.9405,0.1795,34,EmployeeBee,0,6
174,input|sep5x5_128|sc_3|batch_norm|sep5x5_128|sep3x3_128|output,5,0.6653,1.5065,0.9574,0.1342,34,EmployeeBee,0,6
175,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|batch_norm|output,1,0.3048,2.2288,0.5356,1.3597,35,EmployeeBee,1,6
176,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|batch_norm|output,2,0.2827,12.4793,0.7304,0.7773,35,EmployeeBee,1,6
177,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|batch_norm|output,3,0.1348,62.9721,0.872,0.3769,35,EmployeeBee,1,6
178,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|batch_norm|output,4,0.1265,105.7926,0.9323,0.2042,35,EmployeeBee,1,6
179,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|batch_norm|output,5,0.3512,20.8567,0.9475,0.1629,35,EmployeeBee,1,6
180,input|sep3x3_128|batch_norm|sep5x5_64|sep5x5_64|output,1,0.4989,1.5194,0.4785,1.4487,36,EmployeeBee,2,6
181,input|sep3x3_128|batch_norm|sep5x5_64|sep5x5_64|output,2,0.6568,0.9636,0.6591,0.9695,36,EmployeeBee,2,6
182,input|sep3x3_128|batch_norm|sep5x5_64|sep5x5_64|output,3,0.6994,0.888,0.7529,0.7131,36,EmployeeBee,2,6
183,input|sep3x3_128|batch_norm|sep5x5_64|sep5x5_64|output,4,0.6723,0.9927,0.83,0.4915,36,EmployeeBee,2,6
184,input|sep3x3_128|batch_norm|sep5x5_64|sep5x5_64|output,5,0.7004,1.1332,0.8902,0.3187,36,EmployeeBee,2,6
185,input|sep5x5_64|batch_norm|avg_pool3x3|sep5x5_64|output,1,0.4432,1.7659,0.4764,1.5761,37,OnlookerBee,0,6
186,input|sep5x5_64|batch_norm|avg_pool3x3|sep5x5_64|output,2,0.6454,1.0294,0.6571,0.9782,37,OnlookerBee,0,6
187,input|sep5x5_64|batch_norm|avg_pool3x3|sep5x5_64|output,3,0.6903,0.9197,0.7415,0.7365,37,OnlookerBee,0,6
188,input|sep5x5_64|batch_norm|avg_pool3x3|sep5x5_64|output,4,0.7199,0.887,0.811,0.5451,37,OnlookerBee,0,6
189,input|sep5x5_64|batch_norm|avg_pool3x3|sep5x5_64|output,5,0.713,1.0405,0.8668,0.3824,37,OnlookerBee,0,6
190,input|sep3x3_128|batch_norm|avg_pool3x3|sep3x3_256|output,1,0.1885,2.2456,0.5161,1.5963,38,OnlookerBee,1,6
191,input|sep3x3_128|batch_norm|avg_pool3x3|sep3x3_256|output,2,0.667,0.9838,0.7192,0.8136,38,OnlookerBee,1,6
192,input|sep3x3_128|batch_norm|avg_pool3x3|sep3x3_256|output,3,0.7237,0.8672,0.8315,0.4945,38,OnlookerBee,1,6
193,input|sep3x3_128|batch_norm|avg_pool3x3|sep3x3_256|output,4,0.717,1.0617,0.9119,0.2583,38,OnlookerBee,1,6
194,input|sep3x3_128|batch_norm|avg_pool3x3|sep3x3_256|output,5,0.7359,1.2808,0.9484,0.153,38,OnlookerBee,1,6
195,input|sep5x5_64|batch_norm|avg_pool3x3|sep3x3_256|output,1,0.3037,2.034,0.4975,1.9496,39,OnlookerBee,2,6
196,input|sep5x5_64|batch_norm|avg_pool3x3|sep3x3_256|output,2,0.6914,0.8899,0.7021,0.8543,39,OnlookerBee,2,6
197,input|sep5x5_64|batch_norm|avg_pool3x3|sep3x3_256|output,3,0.6851,0.9755,0.8134,0.5455,39,OnlookerBee,2,6
198,input|sep5x5_64|batch_norm|avg_pool3x3|sep3x3_256|output,4,0.7303,0.9627,0.9001,0.2956,39,OnlookerBee,2,6
199,input|sep5x5_64|batch_norm|avg_pool3x3|sep3x3_256|output,5,0.7232,1.2109,0.9422,0.1758,39,OnlookerBee,2,6
200,input|sep3x3_128|dropout|sc_1|sep5x5_64|sep5x5_256|output,1,0.5381,1.321,0.4166,1.6306,40,OnlookerBee,3,6
201,input|sep3x3_128|dropout|sc_1|sep5x5_64|sep5x5_256|output,2,0.6443,1.0275,0.6146,1.0958,40,OnlookerBee,3,6
202,input|sep3x3_128|dropout|sc_1|sep5x5_64|sep5x5_256|output,3,0.6989,0.8669,0.7119,0.8297,40,OnlookerBee,3,6
203,input|sep3x3_128|dropout|sc_1|sep5x5_64|sep5x5_256|output,4,0.6936,0.9226,0.7904,0.6084,40,OnlookerBee,3,6
204,input|sep3x3_128|dropout|sc_1|sep5x5_64|sep5x5_256|output,5,0.7175,0.8721,0.8534,0.4273,40,OnlookerBee,3,6
205,input|sep3x3_256|sc_2|batch_norm|sep5x5_128|sep3x3_128|output,1,0.567,1.4228,0.4962,1.4123,41,EmployeeBee,0,7
206,input|sep3x3_256|sc_2|batch_norm|sep5x5_128|sep3x3_128|output,2,0.6777,0.9513,0.6954,0.8738,41,EmployeeBee,0,7
207,input|sep3x3_256|sc_2|batch_norm|sep5x5_128|sep3x3_128|output,3,0.7176,0.8598,0.8009,0.575,41,EmployeeBee,0,7
208,input|sep3x3_256|sc_2|batch_norm|sep5x5_128|sep3x3_128|output,4,0.6949,1.1517,0.8854,0.3346,41,EmployeeBee,0,7
209,input|sep3x3_256|sc_2|batch_norm|sep5x5_128|sep3x3_128|output,5,0.7038,0.9466,0.9327,0.2053,41,EmployeeBee,0,7
210,input|sep3x3_128|sep3x3_64|sc_1|sep5x5_64|sep5x5_256|output,1,0.4746,1.5398,0.3977,1.6639,42,EmployeeBee,1,7
211,input|sep3x3_128|sep3x3_64|sc_1|sep5x5_64|sep5x5_256|output,2,0.5893,1.1433,0.6014,1.1316,42,EmployeeBee,1,7
212,input|sep3x3_128|sep3x3_64|sc_1|sep5x5_64|sep5x5_256|output,3,0.675,0.9393,0.7197,0.8143,42,EmployeeBee,1,7
213,input|sep3x3_128|sep3x3_64|sc_1|sep5x5_64|sep5x5_256|output,4,0.7014,1.0259,0.8139,0.5437,42,EmployeeBee,1,7
214,input|sep3x3_128|sep3x3_64|sc_1|sep5x5_64|sep5x5_256|output,5,0.7078,1.163,0.8927,0.3135,42,EmployeeBee,1,7
215,input|sep5x5_256|max_pool3x3|avg_pool3x3|sep5x5_64|output,1,0.5547,1.2603,0.4385,1.5615,43,EmployeeBee,2,7
216,input|sep5x5_256|max_pool3x3|avg_pool3x3|sep5x5_64|output,2,0.6431,1.0314,0.6242,1.0687,43,EmployeeBee,2,7
217,input|sep5x5_256|max_pool3x3|avg_pool3x3|sep5x5_64|output,3,0.702,0.8596,0.7101,0.8313,43,EmployeeBee,2,7
218,input|sep5x5_256|max_pool3x3|avg_pool3x3|sep5x5_64|output,4,0.6807,0.9502,0.7728,0.6568,43,EmployeeBee,2,7
219,input|sep5x5_256|max_pool3x3|avg_pool3x3|sep5x5_64|output,5,0.7057,0.9493,0.8228,0.5113,43,EmployeeBee,2,7
220,input|sep5x5_256|max_pool3x3|sep3x3_256|sep5x5_64|output,1,0.5223,1.3107,0.3852,1.6782,44,OnlookerBee,0,7
221,input|sep5x5_256|max_pool3x3|sep3x3_256|sep5x5_64|output,2,0.6237,1.0615,0.5708,1.2024,44,OnlookerBee,0,7
222,input|sep5x5_256|max_pool3x3|sep3x3_256|sep5x5_64|output,3,0.6631,0.9666,0.664,0.95,44,OnlookerBee,0,7
223,input|sep5x5_256|max_pool3x3|sep3x3_256|sep5x5_64|output,4,0.6975,0.8855,0.7298,0.7732,44,OnlookerBee,0,7
224,input|sep5x5_256|max_pool3x3|sep3x3_256|sep5x5_64|output,5,0.7202,0.8552,0.783,0.6228,44,OnlookerBee,0,7
225,input|sep3x3_256|batch_norm|sep5x5_128|sep3x3_128|output,1,0.4205,1.6664,0.4905,1.4078,45,OnlookerBee,1,7
226,input|sep3x3_256|batch_norm|sep5x5_128|sep3x3_128|output,2,0.6912,0.9034,0.6866,0.8946,45,OnlookerBee,1,7
227,input|sep3x3_256|batch_norm|sep5x5_128|sep3x3_128|output,3,0.724,0.8029,0.7798,0.6339,45,OnlookerBee,1,7
228,input|sep3x3_256|batch_norm|sep5x5_128|sep3x3_128|output,4,0.7052,1.0358,0.8551,0.4182,45,OnlookerBee,1,7
229,input|sep3x3_256|batch_norm|sep5x5_128|sep3x3_128|output,5,0.7238,1.3008,0.9082,0.2677,45,OnlookerBee,1,7
230,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|sep5x5_64|output,1,0.4972,1.3812,0.3822,1.6929,46,OnlookerBee,2,7
231,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|sep5x5_64|output,2,0.6215,1.0641,0.5605,1.2382,46,OnlookerBee,2,7
232,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|sep5x5_64|output,3,0.5792,1.1844,0.6557,0.9797,46,OnlookerBee,2,7
233,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|sep5x5_64|output,4,0.6575,0.9921,0.7251,0.7894,46,OnlookerBee,2,7
234,input|sep3x3_128|sep5x5_128|sc_1|sep5x5_64|sep5x5_64|output,5,0.6996,0.9229,0.7861,0.6074,46,OnlookerBee,2,7
235,input|sep3x3_256|batch_norm|sep5x5_128|dropout|output,1,0.1934,2.2517,0.4751,1.6063,47,OnlookerBee,3,7
236,input|sep3x3_256|batch_norm|sep5x5_128|dropout|output,2,0.6679,0.9642,0.6688,0.9525,47,OnlookerBee,3,7
237,input|sep3x3_256|batch_norm|sep5x5_128|dropout|output,3,0.6772,0.9732,0.7455,0.7346,47,OnlookerBee,3,7
238,input|sep3x3_256|batch_norm|sep5x5_128|dropout|output,4,0.7295,0.85,0.8005,0.5767,47,OnlookerBee,3,7
239,input|sep3x3_256|batch_norm|sep5x5_128|dropout|output,5,0.7206,1.0333,0.8424,0.4603,47,OnlookerBee,3,7
240,input|dropout|sep5x5_256|sep3x3_128|sep5x5_256|output,1,0.4417,1.556,0.3299,1.8088,48,EmployeeBee,0,8
241,input|dropout|sep5x5_256|sep3x3_128|sep5x5_256|output,2,0.5706,1.2149,0.5259,1.3315,48,EmployeeBee,0,8
242,input|dropout|sep5x5_256|sep3x3_128|sep5x5_256|output,3,0.6192,1.1267,0.618,1.0854,48,EmployeeBee,0,8
243,input|dropout|sep5x5_256|sep3x3_128|sep5x5_256|output,4,0.6664,1.0011,0.6826,0.9075,48,EmployeeBee,0,8
244,input|dropout|sep5x5_256|sep3x3_128|sep5x5_256|output,5,0.6796,0.9469,0.7368,0.7605,48,EmployeeBee,0,8
245,input|sep5x5_256|sc_3|sep5x5_256|sc_1|dropout|sep5x5_128|output,1,0.5866,1.1807,0.4711,1.7574,49,EmployeeBee,1,8
246,input|sep5x5_256|sc_3|sep5x5_256|sc_1|dropout|sep5x5_128|output,2,0.6534,1.0116,0.6901,0.8962,49,EmployeeBee,1,8
247,input|sep5x5_256|sc_3|sep5x5_256|sc_1|dropout|sep5x5_128|output,3,0.6497,1.1722,0.8596,0.4158,49,EmployeeBee,1,8
248,input|sep5x5_256|sc_3|sep5x5_256|sc_1|dropout|sep5x5_128|output,4,0.6776,1.4486,0.9422,0.1745,49,EmployeeBee,1,8
249,input|sep5x5_256|sc_3|sep5x5_256|sc_1|dropout|sep5x5_128|output,5,0.6428,2.2747,0.9601,0.1285,49,EmployeeBee,1,8
250,input|sep5x5_256|max_pool3x3|sep3x3_256|batch_norm|output,1,0.4021,1.8823,0.5208,1.453,50,EmployeeBee,2,8
251,input|sep5x5_256|max_pool3x3|sep3x3_256|batch_norm|output,2,0.6448,1.0346,0.689,0.902,50,EmployeeBee,2,8
252,input|sep5x5_256|max_pool3x3|sep3x3_256|batch_norm|output,3,0.645,1.2167,0.7722,0.6673,50,EmployeeBee,2,8
253,input|sep5x5_256|max_pool3x3|sep3x3_256|batch_norm|output,4,0.6477,1.9742,0.8407,0.4769,50,EmployeeBee,2,8
254,input|sep5x5_256|max_pool3x3|sep3x3_256|batch_norm|output,5,0.6901,1.4752,0.8853,0.362,50,EmployeeBee,2,8
255,input|sep5x5_256|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,1,0.5909,1.1481,0.4734,1.7081,51,OnlookerBee,0,8
256,input|sep5x5_256|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,2,0.6487,1.0175,0.687,0.9037,51,OnlookerBee,0,8
257,input|sep5x5_256|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,3,0.6437,1.1917,0.8506,0.4406,51,OnlookerBee,0,8
258,input|sep5x5_256|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,4,0.6335,1.5951,0.9367,0.1953,51,OnlookerBee,0,8
259,input|sep5x5_256|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,5,0.6497,1.7249,0.9587,0.1333,51,OnlookerBee,0,8
260,input|sep5x5_64|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,1,0.552,1.2693,0.4874,1.5949,52,OnlookerBee,1,8
261,input|sep5x5_64|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,2,0.6349,1.1122,0.7145,0.8323,52,OnlookerBee,1,8
262,input|sep5x5_64|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,3,0.6481,1.1531,0.879,0.36,52,OnlookerBee,1,8
263,input|sep5x5_64|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,4,0.6602,1.6943,0.9458,0.1703,52,OnlookerBee,1,8
264,input|sep5x5_64|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,5,0.6733,1.8288,0.9598,0.1294,52,OnlookerBee,1,8
265,input|sep5x5_256|max_pool3x3|sep3x3_256|dropout|output,1,0.5827,1.1654,0.4497,1.5519,53,OnlookerBee,2,8
266,input|sep5x5_256|max_pool3x3|sep3x3_256|dropout|output,2,0.6548,1.0078,0.6311,1.0506,53,OnlookerBee,2,8
267,input|sep5x5_256|max_pool3x3|sep3x3_256|dropout|output,3,0.672,0.9567,0.7175,0.8166,53,OnlookerBee,2,8
268,input|sep5x5_256|max_pool3x3|sep3x3_256|dropout|output,4,0.7222,0.8124,0.776,0.6443,53,OnlookerBee,2,8
269,input|sep5x5_256|max_pool3x3|sep3x3_256|dropout|output,5,0.7037,1.0081,0.8262,0.5111,53,OnlookerBee,2,8
270,input|dropout|sep5x5_256|sep3x3_128|sep3x3_256|output,1,0.3934,1.7315,0.3405,1.7961,54,OnlookerBee,3,8
271,input|dropout|sep5x5_256|sep3x3_128|sep3x3_256|output,2,0.5453,1.248,0.526,1.3268,54,OnlookerBee,3,8
272,input|dropout|sep5x5_256|sep3x3_128|sep3x3_256|output,3,0.6351,1.0664,0.6166,1.0874,54,OnlookerBee,3,8
273,input|dropout|sep5x5_256|sep3x3_128|sep3x3_256|output,4,0.6851,0.9218,0.684,0.9003,54,OnlookerBee,3,8
274,input|dropout|sep5x5_256|sep3x3_128|sep3x3_256|output,5,0.6685,1.1757,0.7426,0.7446,54,OnlookerBee,3,8
275,input|dropout|sep5x5_256|sep3x3_128|batch_norm|output,1,0.4893,1.6895,0.4919,1.4481,55,EmployeeBee,0,9
276,input|dropout|sep5x5_256|sep3x3_128|batch_norm|output,2,0.5867,1.3597,0.6378,1.0342,55,EmployeeBee,0,9
277,input|dropout|sep5x5_256|sep3x3_128|batch_norm|output,3,0.6461,2.4072,0.7086,0.838,55,EmployeeBee,0,9
278,input|dropout|sep5x5_256|sep3x3_128|batch_norm|output,4,0.5592,7.7378,0.7616,0.6967,55,EmployeeBee,0,9
279,input|dropout|sep5x5_256|sep3x3_128|batch_norm|output,5,0.5707,3.3021,0.8035,0.5813,55,EmployeeBee,0,9
280,input|max_pool3x3|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,1,0.4334,1.591,0.3076,6.6695,56,EmployeeBee,1,9
281,input|max_pool3x3|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,2,0.5552,1.3308,0.5153,1.4236,56,EmployeeBee,1,9
282,input|max_pool3x3|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,3,0.5966,1.2367,0.6156,1.1458,56,EmployeeBee,1,9
283,input|max_pool3x3|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,4,0.6389,1.0981,0.6718,0.9938,56,EmployeeBee,1,9
284,input|max_pool3x3|sc_3|sep5x5_64|sc_1|dropout|sep5x5_128|output,5,0.6613,1.0809,0.7163,0.863,56,EmployeeBee,1,9
285,input|sep5x5_256|max_pool3x3|sep3x3_256|sep3x3_64|output,1,0.4862,1.3929,0.3761,1.6945,57,EmployeeBee,2,9
286,input|sep5x5_256|max_pool3x3|sep3x3_256|sep3x3_64|output,2,0.5991,1.1613,0.5426,1.2719,57,EmployeeBee,2,9
287,input|sep5x5_256|max_pool3x3|sep3x3_256|sep3x3_64|output,3,0.6612,0.9712,0.6299,1.0466,57,EmployeeBee,2,9
288,input|sep5x5_256|max_pool3x3|sep3x3_256|sep3x3_64|output,4,0.6851,0.9107,0.6949,0.8685,57,EmployeeBee,2,9
289,input|sep5x5_256|max_pool3x3|sep3x3_256|sep3x3_64|output,5,0.703,0.8739,0.7474,0.7251,57,EmployeeBee,2,9
290,input|dropout|sep5x5_256|sep5x5_256|sep5x5_256|output,1,0.3971,1.7463,0.3465,1.7756,58,OnlookerBee,0,9
291,input|dropout|sep5x5_256|sep5x5_256|sep5x5_256|output,2,0.5857,1.1654,0.5277,1.3227,58,OnlookerBee,0,9
292,input|dropout|sep5x5_256|sep5x5_256|sep5x5_256|output,3,0.6616,0.9669,0.6184,1.0854,58,OnlookerBee,0,9
293,input|dropout|sep5x5_256|sep5x5_256|sep5x5_256|output,4,0.6886,0.9832,0.681,0.9154,58,OnlookerBee,0,9
294,input|dropout|sep5x5_256|sep5x5_256|sep5x5_256|output,5,0.6726,1.1027,0.7333,0.7687,58,OnlookerBee,0,9
295,input|sep5x5_64|sc_3|sep5x5_64|dropout|sep5x5_128|output,1,0.5768,1.1994,0.4795,1.7177,59,OnlookerBee,1,9
296,input|sep5x5_64|sc_3|sep5x5_64|dropout|sep5x5_128|output,2,0.6517,0.9987,0.7013,0.8665,59,OnlookerBee,1,9
297,input|sep5x5_64|sc_3|sep5x5_64|dropout|sep5x5_128|output,3,0.649,1.2968,0.8654,0.3974,59,OnlookerBee,1,9
298,input|sep5x5_64|sc_3|sep5x5_64|dropout|sep5x5_128|output,4,0.6621,1.5072,0.9403,0.1815,59,OnlookerBee,1,9
299,input|sep5x5_64|sc_3|sep5x5_64|dropout|sep5x5_128|output,5,0.6482,1.7302,0.9584,0.1324,59,OnlookerBee,1,9
300,input|sep5x5_64|max_pool3x3|sep3x3_256|sep5x5_64|output,1,0.498,1.3798,0.4223,1.593,60,OnlookerBee,2,9
301,input|sep5x5_64|max_pool3x3|sep3x3_256|sep5x5_64|output,2,0.6631,0.9598,0.6137,1.0907,60,OnlookerBee,2,9
302,input|sep5x5_64|max_pool3x3|sep3x3_256|sep5x5_64|output,3,0.7025,0.8644,0.7081,0.8369,60,OnlookerBee,2,9
303,input|sep5x5_64|max_pool3x3|sep3x3_256|sep5x5_64|output,4,0.7081,0.8452,0.7711,0.6585,60,OnlookerBee,2,9
304,input|sep5x5_64|max_pool3x3|sep3x3_256|sep5x5_64|output,5,0.7318,0.825,0.823,0.5099,60,OnlookerBee,2,9
305,input|sep5x5_64|sc_3|sep5x5_64|sc_1|max_pool3x3|sep5x5_128|output,1,0.5379,1.3105,0.4736,1.8052,61,OnlookerBee,3,9
306,input|sep5x5_64|sc_3|sep5x5_64|sc_1|max_pool3x3|sep5x5_128|output,2,0.6156,1.1189,0.6904,0.893,61,OnlookerBee,3,9
307,input|sep5x5_64|sc_3|sep5x5_64|sc_1|max_pool3x3|sep5x5_128|output,3,0.6309,1.3974,0.8561,0.4223,61,OnlookerBee,3,9
308,input|sep5x5_64|sc_3|sep5x5_64|sc_1|max_pool3x3|sep5x5_128|output,4,0.6076,1.866,0.9387,0.192,61,OnlookerBee,3,9
309,input|sep5x5_64|sc_3|sep5x5_64|sc_1|max_pool3x3|sep5x5_128|output,5,0.6431,1.5133,0.9578,0.1373,61,OnlookerBee,3,9
310,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,1,0.2294,2.6138,0.1567,11.0481,62,EmployeeBee,1,10
311,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,2,0.2677,2.2308,0.1944,2.1886,62,EmployeeBee,1,10
312,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,3,0.3307,2.1461,0.2984,1.9492,62,EmployeeBee,1,10
313,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,4,0.4803,1.527,0.4087,1.6643,62,EmployeeBee,1,10
314,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,5,0.5141,1.3414,0.4839,1.4579,62,EmployeeBee,1,10
315,input|sep5x5_64|avg_pool3x3|max_pool3x3|sep3x3_256|output,1,0.606,1.1169,0.4518,1.5624,63,EmployeeBee,2,10
316,input|sep5x5_64|avg_pool3x3|max_pool3x3|sep3x3_256|output,2,0.6509,1.0077,0.6452,1.0089,63,EmployeeBee,2,10
317,input|sep5x5_64|avg_pool3x3|max_pool3x3|sep3x3_256|output,3,0.6935,0.9537,0.7515,0.7217,63,EmployeeBee,2,10
318,input|sep5x5_64|avg_pool3x3|max_pool3x3|sep3x3_256|output,4,0.7191,0.8873,0.8351,0.4823,63,EmployeeBee,2,10
319,input|sep5x5_64|avg_pool3x3|max_pool3x3|sep3x3_256|output,5,0.7148,1.0957,0.8989,0.2976,63,EmployeeBee,2,10
320,input|dropout|sep5x5_64|batch_norm|max_pool3x3|output,1,0.3075,2.0204,0.198,11.9052,64,OnlookerBee,0,10
321,input|dropout|sep5x5_64|batch_norm|max_pool3x3|output,2,0.4471,1.636,0.3251,1.8837,64,OnlookerBee,0,10
322,input|dropout|sep5x5_64|batch_norm|max_pool3x3|output,3,0.5358,1.3209,0.435,1.5878,64,OnlookerBee,0,10
323,input|dropout|sep5x5_64|batch_norm|max_pool3x3|output,4,0.5873,1.224,0.5081,1.3959,64,OnlookerBee,0,10
324,input|dropout|sep5x5_64|batch_norm|max_pool3x3|output,5,0.6021,1.1912,0.5658,1.2371,64,OnlookerBee,0,10
325,input|sep5x5_256|avg_pool3x3|max_pool3x3|sep3x3_256|output,1,0.5504,1.23,0.4445,1.5676,65,OnlookerBee,1,10
326,input|sep5x5_256|avg_pool3x3|max_pool3x3|sep3x3_256|output,2,0.6266,1.0379,0.6212,1.0805,65,OnlookerBee,1,10
327,input|sep5x5_256|avg_pool3x3|max_pool3x3|sep3x3_256|output,3,0.6641,0.9712,0.7079,0.8325,65,OnlookerBee,1,10
328,input|sep5x5_256|avg_pool3x3|max_pool3x3|sep3x3_256|output,4,0.6666,1.0323,0.7831,0.6241,65,OnlookerBee,1,10
329,input|sep5x5_256|avg_pool3x3|max_pool3x3|sep3x3_256|output,5,0.7077,0.966,0.8443,0.4562,65,OnlookerBee,1,10
330,input|sep5x5_64|avg_pool3x3|sep3x3_64|sep3x3_256|output,1,0.4825,1.4326,0.3764,1.7059,66,OnlookerBee,2,10
331,input|sep5x5_64|avg_pool3x3|sep3x3_64|sep3x3_256|output,2,0.599,1.1456,0.5706,1.2053,66,OnlookerBee,2,10
332,input|sep5x5_64|avg_pool3x3|sep3x3_64|sep3x3_256|output,3,0.6627,0.9593,0.671,0.9429,66,OnlookerBee,2,10
333,input|sep5x5_64|avg_pool3x3|sep3x3_64|sep3x3_256|output,4,0.6724,1.0003,0.7452,0.7292,66,OnlookerBee,2,10
334,input|sep5x5_64|avg_pool3x3|sep3x3_64|sep3x3_256|output,5,0.7172,0.9356,0.8152,0.5342,66,OnlookerBee,2,10
335,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,1,0.2425,2.6276,0.1592,10.6387,67,OnlookerBee,3,10
336,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,2,0.3174,2.2115,0.2247,2.1126,67,OnlookerBee,3,10
337,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,3,0.3753,1.8933,0.3386,1.8493,67,OnlookerBee,3,10
338,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,4,0.4808,1.4783,0.4142,1.622,67,OnlookerBee,3,10
339,input|dropout|sep3x3_64|batch_norm|max_pool3x3|output,5,0.5339,1.3213,0.4787,1.444,67,OnlookerBee,3,10
